label,text
71,B.05 Opérateur/Régleur Ecolleuse
72,B.06 Insteller/bediener CNC zaagcentrum houtbouw
71,B.06 Opérateur/Régleur Centre Découpe CN
102,B01 - brandweerman deel 1- brandbestrijding / individuele bescherming
102,B01 - brandweerman deel 2 - hulpverlening
102,B01 - brandweerman deel 2 - levensreddende handelingen, geïntegreerde oefeningen
71,BA4, BA5, haute tension
71,BA4/BA5
71,BA4-BA5 veilig werken aan elektrische installaties
71,BA5
71,BA5 et manoeuvre haute tension
71,BA5 opleiding voor runningtest - E- Voltage
91,babyhygiëne
91,Baccalauréar en soins infirmiers
91,Bachelier de spécialisation en gérontologie psycho-éducative
91,Bachelier en Soins infirmiers
90,Bachelier Infirmier responsable en soins généraux
91,Bachelier Sage-femme
52,Bachelor Agro en Biotechnologie afstudeerrichtingen groenmanagement via afstandsonderwijs
52,Bachelor AgroBiotchnologie afstudeerrichting groenmanagement via afstandsonderwijs
52,Bachelor AgroBiotechnolgie afstudeerrichting groenmanagement via afstandsonderwijs
84,Bachelor AgroBiotechnologie afstudeerrichting dierenzorg via afstandsonderwijs
91,Bachelor in ‘intensieve zorgen en spoedgevallenzorg’ 
50,Bachelor in biomedische laboratoriumtechnologie
50,Bachelor in biomedische laboratoriumtechnologie - werktraject
50,Bachelor in de Biomedische Laboratoriumtechnologie
102,Bachelor in de ergotherapie
31,Bachelor in de geestelijke gezondheidszorg (BanaBa)
92,Bachelor in de geriatrische gezondheidszorg
92,Bachelor in de geriatrische gezondheidszorg (banaba)
91,Bachelor in de intensieve zorg en de spoedgevallenzorg (bananba)
91,Bachelor in de intensieve zorg en spoedgevallen (pediatric intensive care unit is hier keuzemodule)
91,Bachelor in de intensieve zorg en spoedgevallenzorg
91,Bachelor in de intensieve zorgen en de spoedgevallen
91,Bachelor in de intensieve zorgen en de spoedgevallenzorg
91,Bachelor in de intensieve zorgen en de spoedgevallenzorg (BANABA)
81,Bachelor in de landschaps- en tuinarchitectuur
81,Bachelor in de landschaps- en tuinarchitectuur - werktraject
81,Bachelor in de Landschaps- en tuinarchtectuur - werktraject
90,Bachelor in de logopedie en de audiologie - afstudeerrichting audiologie
90,Bachelor in de logopedie en de audiologie - afstudeerrichting logopedie
91,Bachelor in de oncologische zorg
91,Bachelor in de oncologische zorg (Banaba)
91,Bachelor in de operatieverpleegkunde
92,Bachelor in de Pedagogie van het jonge kind - SWITCH
92,Bachelor in de pediatrie en neonatologie
92,Bachelor in de pediatrische gezondheidszorg
92,Bachelor in de pediatrische gezondheidszorg (banaba)
92,Bachelor in de sociale gezondheidszorg
92,Bachelor in de sociale gezondheidszorg (banaba)
31,Bachelor in de toegepaste psychologie
91,Bachelor in de verpleegkunde
91,Bachelor in de verpleegkunde  - afstandsonderwijs
91,Bachelor in de verpleegkunde - 240 studiepunten
91,Bachelor in de Verpleegkunde - afstandsonderwijs (programma 180 STP)
91,Bachelor in de verpleegkunde - avondopleiding
91,Bachelor in de verpleegkunde - brugopleiding voor niet-werkstudenten of brugopleiding voltijds (verkort traject)
91,Bachelor in de verpleegkunde - brugopleiding voor werkstudenten of brugopleiding deeltijds (verkort traject)
91,Bachelor in de verpleegkunde - dagopleiding
91,Bachelor in de verpleegkunde - programma met studie omvangvermindering ( Brugopleiding verpleegkunde)
91,Bachelor in de verpleegkunde – programma met studieomvangsvermindering (brugopleiding verpleegkunde) 
91,Bachelor in de verpleegkunde - verkorte opleiding voor HBO5-verpleegkundigen
91,Bachelor in de verpleegkunde - werkstudenten 240 studiepunten
91,Bachelor in de verpleegkunde - werktraject - 180 studiepunten
91,Bachelor in de verpleegkunde - werktraject - 240 studiepunten
91,Bachelor in de verpleegkunde ( = basisopleiding verpleegkunde)
91,Bachelor in de verpleegkunde (Brugopleiding van HBOB5 verpleegkunde naar bachelor in de verpleegkunde)
91,Bachelor in de verpleegkunde (brugprogramma)
91,Bachelor in de verpleegkunde (in hoger afstandsonderwijs met begeleiding op maat) 
91,Bachelor in de verpleegkunde (werkstudenten)
91,Bachelor in de verpleegkunde Brugprogramma
91,Bachelor in de verpleegkunde buiten de kantooruren : HERO-traject (=basisopleiding verpleegkunde)
91,Bachelor in de verpleegkunde buiten de kantooruren: HERO-traject (basisopleiding verpleegkunde)
91,Bachelor in de verpleegkunde buiten de kantooruren: HERO-traject(= basisopleiding verpleegkunde)
91,Bachelor in de verpleegkunde in hoger afstandsonderwijs met begeleiding op maat
91,Bachelor in de verpleegkunde in Hoger Afstandsonderwijs met begeleiding op maat (180 STP)
91,Bachelor in de verpleegkunde in Hoger Afstandsonderwijs met begeleiding op maat (180 STP) Deze opleiding wordt aangeboden te Aalst, Brussel en Sint-Niklaas
91,Bachelor in de verpleegkunde in Hoger Afstandsonderwijs met begeleiding op maat (240 STP) Deze opleiding wordt aangeboden te Sint-Niklaas
91,Bachelor in de verpleegkunde instroom psychosociale wetenschappen bachelors en masters
91,Bachelor in de verpleegkunde- programma met studieomvangsvermindering (brugopleiding verpleegkunde)
91,Bachelor in de verpleegkunde via Hogeschoolbrug A2 naar A1 (programma 150STP)
91,Bachelor in de Verpleegkunde via Hogeschoolbrug A2\A1
91,Bachelor in de Verpleegkunde via hogeschoolbrug A2>A1
91,Bachelor in de verpleegkunde werktraject
91,Bachelor in de verpleegkunde(= basisopleiding verpleegkunde)
91,Bachelor in de verpleegkunde, afstudeerrichtingen geriatrische verpleegkunde, kinderverpleegkunde , psychiatrische verpleegkunde ,sociale verpleegkunde en ziekenhuisverpleegkunde  
91,Bachelor in de verpleegkunde, keuzetraject ziekenhuisverpleegkunde
91,Bachelor in de verpleegkunde, SWITCH traject (= werktraject)
91,Bachelor in de verpleegkunde, verkorte opleiding voor HBO(-verpleegkundigen
91,Bachelor in de verpleegkunde, verkorte opleiding voor HBO5 - verpleegkundigen
91,Bachelor in de verpleegkunde, werk traject (Switch)
91,Bachelor in de Verpleegkunde, werktraject (switch)
91,Bachelor in de verpleegkunde: RIALTO van vroedvrouw naar Bachelor verpleegkunde
91,Bachelor in de verpleegkunde: RIALTO van vroedvrouw naar verpleegkundige
91,Bachelor in de verpleegkunde-afstandsonderwijs (programma 240STP)
91,Bachelor in de verpleegkunde-Verkort traject Verpleegkunde na Vroedkunde
91,Bachelor in de verpleekunde - 240 studiepunten
99,Bachelor in de voedings- en dieetkunde
99,Bachelor in de voedings-en dieetkunde
99,Bachelor in de voedings-en dieetkunde werktraject
91,Bachelor in de vroedkunde
91,Bachelor in de Vroedkunde - afstandsonderwijs
91,Bachelor in de Vroedkunde - afstandsonderwijs (programma 180STP)
91,Bachelor in de Vroedkunde ( = basisopleiding vroedkunde)
91,Bachelor in de vroedkunde (= basisopleiding vroedkunde)
91,Bachelor in de Vroedkunde (=basisopleiding vroedkunde)
91,Bachelor in de vroedkunde- afstandsonderwijs
91,Bachelor in de vroedkunde in Hoger Afstandsonderwijs
91,Bachelor in de vroedkunde in Hoger Afstandsonderwijs met begeleiding op maat (180 STP)
91,Bachelor in de vroedkunde via afstandsonderwijs
91,Bachelor in de vroedkunde werktraject
91,Bachelor in de vroedkunde, SWITCH traject (= werktraject)
91,Bachelor in de vroedkunde, Switch traject (werktraject)
92,Bachelor in het sociaal werk
92,Bachelor in het sociaal werk - afstandsleren
92,Bachelor in het sociaal werk (aanvullingstraject)
92,Bachelor in het sociaal werk (afstandsonderwijs)
92,Bachelor in het Sociaal werk, aansluitingstraject (62SP)
92,Bachelor in het sociaal werk, SWITCH traject (= deeltijds traject)
92,Bachelor in het sociaal werk, SWITCH traject (=deeltijds traject)
92,Bachelor in het sociaal werk: SWITCH traject (deeltijds traject)
91,Bachelor in het zorgmanagement
91,Bachelor in het Zorgmanagement (BanaBa)
91,Bachelor in het zorgmanagment
91,Bachelor in het Zorgmanagment (BanaBa)
91,Bachelor in verpleegkunde (240 studiepunten)
91,Bachelor in Vroedkunde
32,Bachelor journalistiek - switch
92,Bachelor na bachelor (BANABA) + navorming + postgraduaat Geriatrie
92,Bachelor na bachelor (BANABA) + Navorming + Postgraduaat 'Geriatrie'
91,Bachelor na bachelor (BANABA) Oncologie + Navorming Oncologie
91,Bachelor na Bachelor (BANABA) 'Oncologie' + Navorming 'Oncologie'
91,Bachelor na bachelor (BANABA)Oncologie + navorming oncologie
92,Bachelor na bachelor : Autismespectrumstoornissen : een orthopedagogisch perspectief
92,Bachelor na Bachelor : Autismespectrumstoornissen: een orthopedagogische perspectief
92,Bachelor na bachelor autismespectrumstoornissen: een orthopedagogisch perspectief
91,Bachelor na Bachelor creatieve therapie
91,Bachelor na bachelor in de creatieve therapie
91,Bachelor na bachelor in de creatieve therapie (schijf 1)
91,Bachelor na bachelor in de creatieve therapie (schijf 2) 
92,Bachelor na bachelor in de geriatrie + navorming + postgraduaat geriatrie
91,Bachelor na bachelor in de Intensieve Zorgen en spoedgevallenzorg 
91,Bachelor Na Bachelor Intensieve Zorgen en Spoedgevallenzorg
92,Bachelor na Bachelor interdisciplinaire Ouderenzorg
92,Bachelor Na Bachelor Pediatrie en Neonatologie
92,Bachelor na bachelor: autismespectrumstoornissen: een orthopedagogische perspectief
92,Bachelor na bachelor: intensieve zorg en spoedgevallenzorg
91,Bachelor na bachelor: oncologie + postgraduaat oncologie
92,Bachelor orthopedagogie
92,Bachelor pedagogie van het jonge kind
92,Bachelor Sociaal Werk (verkorte studieroute)
92,Bachelor Sociaal Werk voor Volwassenen
92,Bachelor sociaal werk, aansluitingstraject 62 SP
92,Bachelor Sociaal Werk, aansluitingstraject 62SP
91,Bachelor verpleegkunde
91,Bachelor verpleegkunde - Brugopleiding 150 studiepunten
91,Bachelor verpleegkunde - Brugopleiding A2-A1 geriatrische / ziekenhuis / psychiatrische verpleegkunde 60 studiepunten
91,Bachelor verpleegkunde - Brugopleiding A2-A1 geriatrische / ziekenhuis / psychiatrische verpleegkunde 90 studiepunten
91,Bachelor verpleegkunde - Brugopleiding A2-A1 verpleegkunde geriatrie/ziekenhuis
91,Bachelor verpleegkunde - Brugopleiding A2-A1 verpleegkunde psychiatrie
91,Bachelor verpleegkunde - brugopleiding A2-A1 verpleegkunde/geriatrie/ziekenhuis
91,Bachelor verpleegkunde (180 studiepunten)
91,Bachelor verpleegkunde (afstandonderwijs geriatrie module 4)
91,Bachelor verpleegkunde (Afstandsonderwijs geriatrie Module 4) (contactmoment: 1 dag in de week)
91,Bachelor verpleegkunde in de intensieve zorgen en de spoedgevallenzorg: basismodule 1
91,Bachelor verpleegkunde in de intensieve zorgen en de spoedgevallenzorg: basismodule 2
91,Bachelor verpleegkunde in de intensieve zorgen en de spoedgevallenzorg: module 3: urgentie en spoedgevallenzorg
91,Bachelor verpleegkunde in de intensieve zorgen en de spoedgevallenzorg: module 4: pediatrie en eindwerk
91,Bachelor Verpleegkunde in de intensieve zorgen en spoedgevallenzorg
91,Bachelor verpleegkunde in de intensieve zorgen en spoedgevallenzorg (BanaBa)
91,Bachelor-na-bachelor (banaba) Creatieve Therapie
92,Bachelor-na-Bachelor (banaba) Interdisplinaire Ouderenzorg
91,Bachelor-na-Bachelor (banaba) Zorgmanagement
91,Bachelor-na-bachelor in de geestelijke gezondheidszorg
91,Bachelor-na-bachelor in de intensieve zorg en spoedgevallenzorg
92,Bachelor-na-bachelor in de oncologie
92,Bachelor-na-bachelor in de pediatrie en neonatologie
91,Bacheloropleiding verpleegkunde in dag- en avondonderwijs - verkort traject Toegepaste Psychologie
91,Bacheloropleiding verpleegkunde, in dag- en avondonderwijs, verkort traject toegepaste psychologie
91,Bacheloropleiding verpleegkunde, in dag-en avondonderwijs, verkort traject toegepaste psychologie
91,Bachelorprogramma in de logopedische en audiologische wetenschappen
61,Backhoff
71,Backonderrecovery VCE/P (40u)
71,BACKORDER RECOVERY
71,Backorderrecovery Trucks/Bus (40u)
61,BACKUPS EN DIVERSE 840 SL
80,Baggeraar
72,bakken
72,Bakproces
21,ballet
91,Ballon, bassin, biomécanique et bases: une approche pratique de l'obstétrique en chaine musclaire
91,BaNaBa (bachelor na bachelor) in de intensieve zorg en spoedgevallenzorg
91,BaNaBa (Bachelors na Bachelors) in de intensieve zorgen en de spoedgevallenzorg
91,BaNaBa (Bachelors na Bachelors) in de operatieverpleegkunde
92,BANABA + postgraduaat geriatrische zorgverlening
91,Banaba Autismespectrumstoornissen: een orthopedagogisch perspectief
91,Banaba creatieve therapie
91,Banaba in de creatieve therapie
91,Banaba in de creatieve therapie schijf 1 
91,Banaba in de creatieve therapie schijf 2
91,Banaba in de Eerstelijnszorg
91,Banaba in de intensieve zorg en spoedgevallenzorg
91,Banaba in de intensieve zorgen en de spoedgevallenzorg
91,Banaba in de oncologische zorg
91,Banaba in de operatieve verpleegkunde
91,Banaba in de palliatieve zorg (60 STP)
92,Banaba in de sociale gezondheidszorg
91,Banaba in het zorgmanagement 
91,Banaba intensieve zorgen en spoedgevallenzorg
92,Banaba interdisciplinaire ouderenzorg
92,Banaba oncologische zorg
92,BanaBa Pediatrische en neonatale gezondheidszorg
92,BANABA pediatrische gezondheidszorg
92,BaNaBa pediatrische zorg
91,Banaba verpleegkunde in de intensieve zorg en spoedgevallenzorg basismodule 1
91,Banaba verpleegkunde in de intensieve zorg en spoedgevallenzorg basismodule 2 
91,Banaba verpleegkunde in de intensieve zorg en spoedgevallenzorg module 3: urgentie en spoedgevallenzorg 
92,Banaba verpleegkunde in de intensieve zorg en spoedgevallenzorg module 4: pediatrie en eindwerk 
91,BanaBa Zorgmanagement
92,Banaba+postgraduaat geriatrische zorgverlening of navorming geriatrische zorgverlening
91,Banba intensieve zorg en spoed
71,Bandwerktechnieken
41,banken en verzekeringen
72,Banketbakker
72,banketbakkerij
41,Banking and Finance
41,banktellerstudies
101,Barbier
23,Basale Kommunikation - aufbauseminar für basale stimulation
23,Basale Kommunikation (Aufbaukurs Basale Stimulation)
73,Base Construction 1ere année
73,Base Construction 2eme année
92,BASE ETA (entreprise de travail adapté)
71,Bases d'installation entretien système d'alarme
104,Bases et Positions d'accouchement, protection dun périnée en pré-, per- et post-partum
71,Bases technologiques
21,Basic Training 3D Tekenpakket TopSolid v7
11,Basic training ATSE
71,Basis - elektriciteit
71,Basis  spuittechnieken en afstellen van spuitmachines
103,BASIS BEWAKINGSAGENT
71,BASIS ELEKTRICITEIT EN SCHAKELTECHNIEKEN
71,Basis elektriciteit en schakeltechnieken + Geysen + 17/0532
71,Basis industriële elektriciteit voor mekaniekers
42,Basis module bemiddeling
42,Basis module bemiddeling en specialisatie bemiddeling familiale zaken
71,Basis spuittechnieken en afstellen van spuitmachines
71,Basis spuittechnieken en afstellen van spuitmachines 1 volledige dag
71,Basis spuittechnieken en afstellen van spuitmachines 1d
41,Basis Startende Leidinggevende
91,Basisbegrippen klinisch onderzoek
91,basiscurcus palliatieve zorg
42,Basiscursus Bemiddelen en Mediation
42,Basiscursus Bemiddeling en Mediation
102,Basiscursus Ergonomie voor (ergo)therapeuten
102,Basiscursus ergonomie voor (ergo-)therapeuten
53,Basiscursus fysica, warmteleer, elektromechanica
91,Basiscursus hulpverlener ambulancier
91,Basiscursus NDT - Bobath
91,Basiscursus Palliatieve Zorg
91,Basiscursus palliatieve zorg 1/2013
91,Basiscursus Palliatieve Zorg 1/2014
91,Basiscursus Palliatieve Zorg 1/2016
91,Basiscursus Palliatieve Zorg 1/2018
91,Basiscursus palliatieve zorg 2/2013
91,Basiscursus Palliatieve Zorg 2/2014
91,Basiscursus Palliatieve Zorg 2/2015
91,Basiscursus Palliatieve Zorg 2/2016
91,Basiscursus Palliatieve Zorg 2/2018
91,Basiscursus palliatieve zorg 6-daagse
91,Basiscursus palliatieve zorg voor kinesitherapeuten en ergotherapeuten
91,Basiscursus palliatieve zorg voor verzorgenden
91,Basiscursus palliatieve zorg voor zorgkundigen
41,Basiscursus PC 329
102,Basiscursus Preventieadviseur
102,Basiscursus Preventieadviseur (Bedrijfsinterne opleiding bij Hengelhoef Concrete Joints Manufacturing)
71,Basiscursus Spuitgieten1
81,Basiscursus telen van hardfruit
102,Basiscursus voor preventieadviseur niveau 3
102,Basiscyclus veiligheidskunde – niv. III (preventieadviseur niveau III)
41,Basiselementen voor financieel en boekhoudkundig beheer
72,Basisiopleiding voedingsnijverheid
71,Basisitechnieken lassen 4 volledige dagen
71,Basisitechnieken lassen 4d
72,Basisivaardigheden voor bedienden in de productieomgeving
41,Basiskennis bedrijfsbeheer
41,Basiskennis bedrijfsbeheer met elders verworven kennis
41,Basiskennis dubbel boekhouden: een praktische benadering
102,Basiskennis preventie (niveau 3)
102,Basiskennis Preventieadviseur
102,Basiskennis preventieadviseur interne dienst (Bedrijfsinterne opleiding bij Galva Power Group nv)
102,Basiskennis preventieadviseur interne dienst (niveau 3) (Bedrijfsinterne opleiding bij Galva Power Group nv)
102,Basiskennis preventieadviseur interne dienst niveau 3 (bedrijfsinterne opleiding bij THERMO-CLEAN HEUSDEN-ZOLDER NV)
102,Basiskennis van de beschutte werkplaats
102,Basiskennis van de preventieadviseur (Art 24 1° en Art 25 van het KB van 17 mei 2007)
101,Basismodule onderhoud van private woningen
92,Basismodule ouderenzorg
91,Basismodule palliatieve zorg
31,Basismodule psychiatrische thuiszorg
